<02:19:36.024>Start FDBS 
<02:19:36.325>FDBS; opened connection to oralv8a 
<02:19:37.569>Received FJDBC: INSERT INTO PASSENGER10K VALUES (1, 'Sanama', 'Juergen', 'GB') 
<02:22:00.410>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4770, 'John', 'Freddie', 'D') 
<02:22:00.426>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4771, 'Heinz', 'Sebastian', 'F') 
<02:22:00.426>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4771, 'Heinz', 'Sebastian', 'F') 
<02:22:00.457>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4772, 'Dehler', 'Gerhard', 'ID') 
<02:22:00.457>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4772, 'Dehler', 'Gerhard', 'ID') 
<02:22:00.488>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4773, 'Kaas', 'Mario', 'ID') 
<02:22:00.488>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4773, 'Kaas', 'Mario', 'ID') 
<02:22:00.519>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4774, 'Fessi', 'Daniel', 'D') 
<02:22:00.519>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4774, 'Fessi', 'Daniel', 'D') 
<02:22:00.551>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4775, 'Gueclue', 'Guildo', 'F') 
<02:22:00.551>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4775, 'Gueclue', 'Guildo', 'F') 
<02:22:00.582>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4776, 'Tepel', 'Gaspard', 'GB') 
<02:22:00.582>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4776, 'Tepel', 'Gaspard', 'GB') 
<02:22:00.613>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4777, 'Burhenne', 'null', 'CMR') 
<02:22:00.613>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4777, 'Burhenne', 'null', 'CMR') 
<02:22:00.645>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4778, 'Ramazotti', 'Stefan', 'CMR') 
<02:22:00.645>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4778, 'Ramazotti', 'Stefan', 'CMR') 
<02:22:00.676>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4779, 'Richards', 'Nico', 'CMR') 
<02:22:00.676>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4779, 'Richards', 'Nico', 'CMR') 
<02:22:00.707>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4780, 'Richards', 'Sebastian', 'CHN') 
<02:22:00.707>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4780, 'Richards', 'Sebastian', 'CHN') 
<02:22:00.738>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4781, 'Gueclue', 'Daniel', 'TUN') 
<02:22:00.738>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4781, 'Gueclue', 'Daniel', 'TUN') 
<02:22:00.769>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4782, 'Gueclue', 'Gianna', 'I') 
<02:22:00.769>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4782, 'Gueclue', 'Gianna', 'I') 
<02:22:00.801>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4783, 'Paulheim', 'Bastian', 'I') 
<02:22:00.801>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4783, 'Paulheim', 'Bastian', 'I') 
<02:22:00.836>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4784, 'Ramazotti', 'Stefan', 'I') 
<02:22:00.836>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4784, 'Ramazotti', 'Stefan', 'I') 
<02:22:00.867>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4785, 'Bailleu', 'Lukas', 'GB') 
<02:22:00.867>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4785, 'Bailleu', 'Lukas', 'GB') 
<02:22:00.898>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4786, 'Bailleu', 'Martin', 'F') 
<02:22:00.898>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4786, 'Bailleu', 'Martin', 'F') 
<02:22:00.929>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4787, 'Hahn', 'Simon', 'ID') 
<02:22:00.929>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4787, 'Hahn', 'Simon', 'ID') 
<02:22:00.961>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4788, 'Mercury', 'Alexandre', 'I') 
<02:22:00.961>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4788, 'Mercury', 'Alexandre', 'I') 
<02:22:00.992>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4789, 'Tobert', 'Sascha', 'D') 
<02:22:00.992>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4789, 'Tobert', 'Sascha', 'D') 
<02:22:01.023>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4790, 'Kouada', 'Nejib', 'CMR') 
<02:22:01.023>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4790, 'Kouada', 'Nejib', 'CMR') 
<02:22:01.054>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4791, 'Meatloaf', 'null', 'ID') 
<02:22:01.054>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4791, 'Meatloaf', 'null', 'ID') 
<02:22:01.070>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4792, 'Haas', 'Hueseyin', 'TUN') 
<02:22:01.070>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4792, 'Haas', 'Hueseyin', 'TUN') 
<02:22:01.101>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4793, 'Englert', 'Patrik', 'F') 
<02:22:01.101>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4793, 'Englert', 'Patrik', 'F') 
<02:22:01.133>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4794, 'Meuer', 'Andre', 'ID') 
<02:22:01.133>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4794, 'Meuer', 'Andre', 'ID') 
<02:22:01.175>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4795, 'Bush', 'Sarah', 'GB') 
<02:22:01.176>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4795, 'Bush', 'Sarah', 'GB') 
<02:22:01.203>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4796, 'Sprenger', 'Annie', 'TUN') 
<02:22:01.204>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4796, 'Sprenger', 'Annie', 'TUN') 
<02:22:01.228>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4797, 'Miosga', 'Kate', 'ID') 
<02:22:01.228>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4797, 'Miosga', 'Kate', 'ID') 
<02:22:01.261>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4798, 'Bush', 'Sebastian', 'I') 
<02:22:01.262>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4798, 'Bush', 'Sebastian', 'I') 
<02:22:01.277>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4799, 'Knabe', 'Sarah', 'CHN') 
<02:22:01.277>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4799, 'Knabe', 'Sarah', 'CHN') 
<02:22:01.309>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4800, 'Schaefer', 'Eberhard', 'TUN') 
<02:22:01.309>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4800, 'Schaefer', 'Eberhard', 'TUN') 
<02:22:01.340>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4801, 'Helmke', 'Phil', 'USA') 
<02:22:01.340>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4801, 'Helmke', 'Phil', 'USA') 
<02:22:01.371>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4802, 'Bayer', 'Lukas', 'D') 
<02:22:01.371>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4802, 'Bayer', 'Lukas', 'D') 
<02:22:01.402>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4803, 'Hennecke', 'Donald', 'CMR') 
<02:22:01.402>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4803, 'Hennecke', 'Donald', 'CMR') 
<02:22:01.434>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4804, 'Knabe', 'Aymen', 'D') 
<02:22:01.434>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4804, 'Knabe', 'Aymen', 'D') 
<02:22:01.449>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4805, 'Heinz', 'Keith', 'CMR') 
<02:22:01.465>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4805, 'Heinz', 'Keith', 'CMR') 
<02:22:01.481>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4806, 'Nannini', 'Sarah', 'USA') 
<02:22:01.496>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4806, 'Nannini', 'Sarah', 'USA') 
<02:22:01.512>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4807, 'Gabriel', 'Gianna', 'CHN') 
<02:22:01.512>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4807, 'Gabriel', 'Gianna', 'CHN') 
<02:22:01.543>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4808, 'Bailleu', 'Patricia', 'GB') 
<02:22:01.543>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4808, 'Bailleu', 'Patricia', 'GB') 
<02:22:01.574>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4809, 'Dehler', 'Matthias', 'D') 
<02:22:01.574>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4809, 'Dehler', 'Matthias', 'D') 
<02:22:01.606>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4810, 'Kouada', 'Matthias', 'CHN') 
<02:22:01.606>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4810, 'Kouada', 'Matthias', 'CHN') 
<02:22:01.637>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4811, 'Lied', 'Sarah', 'ID') 
<02:22:01.637>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4811, 'Lied', 'Sarah', 'ID') 
<02:22:01.668>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4812, 'Sting', 'Sinan', 'CMR') 
<02:22:01.668>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4812, 'Sting', 'Sinan', 'CMR') 
<02:22:01.699>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4813, 'Kouada', 'Stefan', 'TUN') 
<02:22:01.699>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4813, 'Kouada', 'Stefan', 'TUN') 
<02:22:01.731>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4814, 'Nannini', 'Holger', 'ID') 
<02:22:01.731>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4814, 'Nannini', 'Holger', 'ID') 
<02:22:01.762>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4815, 'Stock', 'Freddie', 'D') 
<02:22:01.762>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4815, 'Stock', 'Freddie', 'D') 
<02:22:01.793>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4816, 'Nannini', 'Aymen', 'TUN') 
<02:22:01.794>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4816, 'Nannini', 'Aymen', 'TUN') 
<02:22:01.813>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4817, 'Jagger', 'Eberhard', 'CMR') 
<02:22:01.813>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4817, 'Jagger', 'Eberhard', 'CMR') 
<02:22:01.844>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4818, 'Gabriel', 'Juergen', 'I') 
<02:22:01.844>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4818, 'Gabriel', 'Juergen', 'I') 
<02:22:01.875>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4819, 'Ramazotti', 'Keith', 'USA') 
<02:22:01.875>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4819, 'Ramazotti', 'Keith', 'USA') 
<02:22:01.907>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4820, 'Bailleu', 'Sinan', 'CHN') 
<02:22:01.907>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4820, 'Bailleu', 'Sinan', 'CHN') 
<02:22:01.938>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4821, 'Sprenger', 'Erdem', 'USA') 
<02:22:01.938>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4821, 'Sprenger', 'Erdem', 'USA') 
<02:22:01.969>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4822, 'Englert', 'Martin', 'ID') 
<02:22:01.985>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4822, 'Englert', 'Martin', 'ID') 
<02:22:02.017>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4823, 'Nannini', 'Eberhard', 'ID') 
<02:22:02.017>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4823, 'Nannini', 'Eberhard', 'ID') 
<02:22:02.048>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4824, 'Haas', 'Juergen', 'ID') 
<02:22:02.048>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4824, 'Haas', 'Juergen', 'ID') 
<02:22:02.079>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4825, 'Mahr', 'Bob', 'GB') 
<02:22:02.079>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4825, 'Mahr', 'Bob', 'GB') 
<02:22:02.110>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4826, 'Stock', 'Donald', 'I') 
<02:22:02.110>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4826, 'Stock', 'Donald', 'I') 
<02:22:02.142>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4827, 'Lennox', 'Sinan', 'D') 
<02:22:02.142>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4827, 'Lennox', 'Sinan', 'D') 
<02:22:02.173>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4828, 'Ruppel', 'Hueseyin', 'TUN') 
<02:22:02.173>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4828, 'Ruppel', 'Hueseyin', 'TUN') 
<02:22:02.197>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4829, 'Bostanci', 'Mick', 'ID') 
<02:22:02.197>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4829, 'Bostanci', 'Mick', 'ID') 
<02:22:02.232>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4830, 'Sting', 'Lukas', 'I') 
<02:22:02.232>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4830, 'Sting', 'Lukas', 'I') 
<02:22:02.249>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4831, 'Mahr', 'Michael', 'ID') 
<02:22:02.249>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4831, 'Mahr', 'Michael', 'ID') 
<02:22:02.299>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4832, 'Ruppel', 'Mick', 'GB') 
<02:22:02.299>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4832, 'Ruppel', 'Mick', 'GB') 
<02:22:02.314>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4833, 'Nguentcheng', 'Annie', 'F') 
<02:22:02.330>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4833, 'Nguentcheng', 'Annie', 'F') 
<02:22:02.346>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4834, 'Militz', 'Donald', 'I') 
<02:22:02.346>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4834, 'Militz', 'Donald', 'I') 
<02:22:02.377>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4835, 'Maiwald', 'Bob', 'GB') 
<02:22:02.377>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4835, 'Maiwald', 'Bob', 'GB') 
<02:22:02.408>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4836, 'Reinel', 'Kai', 'USA') 
<02:22:02.408>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4836, 'Reinel', 'Kai', 'USA') 
<02:22:02.439>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4837, 'Ksaier', 'Holger', 'I') 
<02:22:02.439>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4837, 'Ksaier', 'Holger', 'I') 
<02:22:02.471>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4838, 'Dehler', 'Martin', 'USA') 
<02:22:02.471>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4838, 'Dehler', 'Martin', 'USA') 
<02:22:02.502>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4839, 'Niedeggen', 'Sebastian', 'I') 
<02:22:02.502>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4839, 'Niedeggen', 'Sebastian', 'I') 
<02:22:02.533>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4840, 'Militz', 'Patrik', 'CMR') 
<02:22:02.533>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4840, 'Militz', 'Patrik', 'CMR') 
<02:22:02.564>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4841, 'Sting', 'Mick', 'I') 
<02:22:02.564>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4841, 'Sting', 'Mick', 'I') 
<02:22:02.596>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4842, 'John', 'Tao', 'GB') 
<02:22:02.596>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4842, 'John', 'Tao', 'GB') 
<02:22:02.627>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4843, 'Militz', 'Jan', 'D') 
<02:22:02.627>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4843, 'Militz', 'Jan', 'D') 
<02:22:02.658>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4844, 'Burhenne', 'Patrik', 'CMR') 
<02:22:02.658>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4844, 'Burhenne', 'Patrik', 'CMR') 
<02:22:02.689>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4845, 'Saseno', 'Anreas', 'D') 
<02:22:02.689>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4845, 'Saseno', 'Anreas', 'D') 
<02:22:02.721>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4846, 'Heinz', 'Sinan', 'ID') 
<02:22:02.721>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4846, 'Heinz', 'Sinan', 'ID') 
<02:22:02.752>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4847, 'Mueller', 'Martin', 'USA') 
<02:22:02.752>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4847, 'Mueller', 'Martin', 'USA') 
<02:22:02.789>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4848, 'Gueclue', 'Rene', 'CMR') 
<02:22:02.789>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4848, 'Gueclue', 'Rene', 'CMR') 
<02:22:02.805>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4849, 'Burhenne', 'Christian', 'F') 
<02:22:02.805>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4849, 'Burhenne', 'Christian', 'F') 
<02:22:02.836>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4850, 'Mahr', 'Marcel', 'USA') 
<02:22:02.836>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4850, 'Mahr', 'Marcel', 'USA') 
<02:22:02.867>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4851, 'Mercury', 'Patricia', 'USA') 
<02:22:02.867>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4851, 'Mercury', 'Patricia', 'USA') 
<02:22:02.899>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4852, 'Jagger', 'Alexandre', 'D') 
<02:22:02.899>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4852, 'Jagger', 'Alexandre', 'D') 
<02:22:02.930>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4853, 'Sprenger', 'Ilkem', 'TUN') 
<02:22:02.930>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4853, 'Sprenger', 'Ilkem', 'TUN') 
<02:22:02.961>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4854, 'Bush', 'Markus', 'F') 
<02:22:02.961>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4854, 'Bush', 'Markus', 'F') 
<02:22:02.992>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4855, 'Kaas', 'Gaspard', 'CHN') 
<02:22:02.992>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4855, 'Kaas', 'Gaspard', 'CHN') 
<02:22:03.024>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4856, 'Gabriel', 'Markus', 'CMR') 
<02:22:03.024>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4856, 'Gabriel', 'Markus', 'CMR') 
<02:22:03.055>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4857, 'Fessi', 'Gerhard', 'USA') 
<02:22:03.055>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4857, 'Fessi', 'Gerhard', 'USA') 
<02:22:03.086>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4858, 'Turner', 'Florian', 'CHN') 
<02:22:03.086>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4858, 'Turner', 'Florian', 'CHN') 
<02:22:03.117>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4859, 'Scholz', 'Freddie', 'F') 
<02:22:03.117>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4859, 'Scholz', 'Freddie', 'F') 
<02:22:03.152>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4860, 'Bush', 'Guildo', 'F') 
<02:22:03.153>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4860, 'Bush', 'Guildo', 'F') 
<02:22:03.181>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4861, 'Hennecke', 'Erdem', 'GB') 
<02:22:03.182>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4861, 'Hennecke', 'Erdem', 'GB') 
<02:22:03.210>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4862, 'Horn', 'Franz', 'ID') 
<02:22:03.211>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4862, 'Horn', 'Franz', 'ID') 
<02:22:03.230>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4863, 'Hohmeyer', 'Simon', 'GB') 
<02:22:03.230>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4863, 'Hohmeyer', 'Simon', 'GB') 
<02:22:03.272>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4864, 'Hennecke', 'Andre', 'CHN') 
<02:22:03.272>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4864, 'Hennecke', 'Andre', 'CHN') 
<02:22:03.293>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4865, 'Gueclue', 'Daniel', 'CHN') 
<02:22:03.293>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4865, 'Gueclue', 'Daniel', 'CHN') 
<02:22:03.325>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4866, 'Maiwald', 'Bastian', 'I') 
<02:22:03.325>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4866, 'Maiwald', 'Bastian', 'I') 
<02:22:03.356>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4867, 'Tepel', 'Susi', 'CHN') 
<02:22:03.356>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4867, 'Tepel', 'Susi', 'CHN') 
<02:22:03.387>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4868, 'Lennox', 'Nejib', 'GB') 
<02:22:03.387>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4868, 'Lennox', 'Nejib', 'GB') 
<02:22:03.418>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4869, 'Mahr', 'Melanie', 'ID') 
<02:22:03.418>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4869, 'Mahr', 'Melanie', 'ID') 
<02:22:03.450>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4870, 'John', 'Hueseyin', 'CHN') 
<02:22:03.450>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4870, 'John', 'Hueseyin', 'CHN') 
<02:22:03.481>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4871, 'Ruppel', 'Mario', 'ID') 
<02:22:03.481>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4871, 'Ruppel', 'Mario', 'ID') 
<02:22:03.512>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4872, 'Pei', 'Martin', 'TUN') 
<02:22:03.512>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4872, 'Pei', 'Martin', 'TUN') 
<02:22:03.543>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4873, 'Englert', 'Pascal', 'USA') 
<02:22:03.543>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4873, 'Englert', 'Pascal', 'USA') 
<02:22:03.559>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4874, 'Collins', 'Bjoern', 'CHN') 
<02:22:03.559>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4874, 'Collins', 'Bjoern', 'CHN') 
<02:22:03.590>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4875, 'Mahr', 'Andre', 'GB') 
<02:22:03.590>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4875, 'Mahr', 'Andre', 'GB') 
<02:22:03.622>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4876, 'Dehler', 'Gianna', 'CMR') 
<02:22:03.622>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4876, 'Dehler', 'Gianna', 'CMR') 
<02:22:03.653>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4877, 'Ksaier', 'Eberhard', 'CHN') 
<02:22:03.653>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4877, 'Ksaier', 'Eberhard', 'CHN') 
<02:22:03.684>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4878, 'Kaas', 'Hichem', 'F') 
<02:22:03.684>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4878, 'Kaas', 'Hichem', 'F') 
<02:22:03.715>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4879, 'Mueller', 'Donald', 'I') 
<02:22:03.715>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4879, 'Mueller', 'Donald', 'I') 
<02:22:03.747>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4880, 'Nannini', 'Donald', 'F') 
<02:22:03.747>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4880, 'Nannini', 'Donald', 'F') 
<02:22:03.779>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4881, 'Hesse', 'Markus', 'F') 
<02:22:03.780>Sending to oralv8a: INSERT INTO PASSENGER10K VALUES (4881, 'Hesse', 'Markus', 'F') 
<02:22:03.809>Received FJDBC: INSERT INTO PASSENGER10K VALUES (4882, 'Kouada', 'Gaspard', 'ID') 
